,cmc,color,name,type,star_score,board_ratio
1718,1,G,TBLD Defend the Hearth,Flash Sorcery,3,0.6666666666666666
173,3,MRG,TBLD Grove Rumbler,Creature - Elemental ,3,1.0
1381,2,B,TBLD Open Grave,Sorcery,3,1.0
894,5,MUB,TBLD Inception,Sorcery,3,1.0
286,7,B,TBLD Prophesied Calamity,Sorcery,3,0.7142857142857143
892,1,B,TBLD Divest,Sorcery,3,1.0
1953,2,U,TBLD Drowned Secrets,Enchantment,3,1.0
85,3,B,TBLD Deep Net,Enchantment,3,0.6666666666666666
86,4,U,TBLD Waking Nightmares,Enchantment,3,1.0
161,3,MGU,TBLD Replicate Form,Flash Sorcery,3,0.0
1942,1,C,TBLD Norns Disdain,Flash Sorcery,3,0.5263157894736842
1345,2,W,TBLD Solar Charm,Flash Sorcery - Charm ,3,0.9090909090909091
1347,2,B,TBLD Lunar Charm,Flash Sorcery - Charm ,3,1.0
297,0,MWG,TBLD Arbor Loft,Land - Forest Plains ,3,1.0
14,4,MWU,TBLD Elite Guardmage,Creature - Human Wizard ,3,1.0
1371,2,B,TBLD Sinister Edict,Flash Sorcery,3,0.23076923076923078
1541,3,MUBR,TBLD Grixis Ascendancy,Enchantment,3,1.0
1366,1,B,TBLD Blood Pet,Creature - Thrull ,3,1.0
332,0,MUG,TBLD Dense Aquascape,Land - Forest Island ,3,1.0
1146,1,U,TBLD Breakthrough,Sorcery,3,1.0
899,2,MWU,TBLD Diffuse,Flash Sorcery,3,0.8846153846153846
82,3,B,TBLD Corpsebind,Enchantment,3,1.0
241,4,G,TBLD Deadbridge Goliath,Creature - Insect ,3,1.0
244,3,B,TBLD Pesky Cave-Bat,Creature - Bat ,3,0.45
246,1,HRG,TBLD Burning-Tree Bloodcrow,Creature - Human Shaman ,3,1.0
1506,1,HRW,TBLD Shattering Blow,Sorcery,3,0.0
178,2,W,TBLD Kill Shot,Flash Sorcery,3,0.6923076923076923
1132,2,U,TBLD Astral Eye,Sorcery,3,1.0
430,0,MBG,TBLD Golgari Rot Farm,Land,3,1.0
136,7,W,TBLD Moon of the Day,Creature - Spirit Bird // Sorcery - Adventure ,3,0.0
261,5,U,TBLD Misappropriation,Enchantment - Aura ,3,0.6666666666666666
258,2,W,TBLD Arrest,Enchantment - Aura ,3,1.0
1359,1,B,TBLD Shadow Ritual,Sorcery,3,1.0
1397,4,B,TBLD Masterminds Acquisition,Sorcery,3,1.0
2193,1,W,TBLD Blade Projection,Enchantment - Aura ,3,1.0
1511,2,R,TBLD Crush to Bits,Sorcery,3,0.1111111111111111
1880,2,R,TBLD Searing Blood,Flash Sorcery,3,0.12903225806451613
23,3,B,TBLD Rank Officer,Creature - Zombie Soldier ,4,1.0
2080,7,MRG,TBLD Mighty Borborygmos,Legendary Creature - Giant Berserker ,4,0.1
2217,3,G,TBLD Back to Roots,Sorcery,4,0.625
2258,0,B,TBLD Creepy Decor,Land,4,1.0
2112,3,G,TBLD Oran-Rief Ooze,Creature - Ooze ,4,1.0
26,1,B,TBLD Ice Barren Harvester,Creature - Zombie Wizard ,4,1.0
2,0,C,TBLD Wizard Spire,Land,4,1.0
2129,2,R,TBLD Reckless Lancer,Creature - Human Knight ,4,1.0
162,2,G,TBLD Moments Peace,Flash Sorcery,4,0.5833333333333334
24,4,B,TBLD Haunted Dead,Creature - Zombie ,4,1.0
2069,4,G,TBLD Pelios Managorger,Legendary Creature - Hydra ,4,0.8
2213,4,G,TBLD Terramystica,Sorcery,4,1.0
182,2,MBG,TBLD Sudden Disintegration,Sorcery,4,1.0
2180,0,B,TBLD Bleak Hold,Artifact Land,4,1.0
3,0,U,TBLD Stitchers Laboratory,Land,4,1.0
0,0,MWUBRG,TBLD Transguild Promenade,Land,4,1.0
2064,1,W,TBLD Healers Hawk,Creature - Bird ,4,1.0
1497,6,G,TBLD Ancient Greenwarden,Creature - Elemental ,4,0.2727272727272727
825,0,MWG,TBLD Treetop Sanctum,Land - Forest Plains ,4,1.0
817,0,MRG,TBLD Avalanche Belt,Land,4,1.0
1782,2,R,TBLD Mizzium Mortars,Sorcery,4,0.2
1784,1,W,TBLD Thistledown Brave,Flash Creature - Kithkin Soldier ,4,1.0
812,0,MRG,TBLD Tangled Trail,Land,4,1.0
811,0,MUR,TBLD Dusty Oasis,Land,4,1.0
1054,2,U,TBLD Mana Leak,Flash Sorcery,4,0.7777777777777778
1476,1,W,TBLD Divine Aid,Flash Sorcery,4,1.0
1805,3,R,TBLD Prophetic Flamespeaker,Creature - Human Shaman ,4,1.0
1807,1,R,TBLD Street Hacker,Creature - Human Rogue ,4,1.0
1811,3,U,TBLD Show and Tell,Sorcery,4,1.0
1828,1,R,TBLD Minotaur Younghorn,Creature - Minotaur ,4,1.0
1831,5,B,TBLD Gray Merchant of Asphodel,Creature - Zombie ,4,1.0
1071,2,W,TBLD Leonin Relic-Warder,Creature - Cat Cleric ,4,0.0
1833,1,U,TBLD Seagraf Skaab,Creature - Zombie ,4,1.0
1589,2,G,TBLD Skittering Infestor,Creature - Eldrazi ,4,1.0
614,0,MWB,TBLD Salt Mire,Land,4,1.0
609,0,MURW,TBLD Mystic Monastery,Land,4,1.0
525,0,MUG,TBLD Moat of Thorns,Land,4,1.0
523,0,MUR,TBLD Steam-Bathed Spring,Land - Island Mountain ,4,1.0
1858,2,R,TBLD Kessig Forgemaster,Creature - Human Shaman Werewolf ,4,1.0
1077,3,U,TBLD As Foretold,Enchantment,4,1.0
434,0,MWU,TBLD Ice Float,Land - Plains Island ,4,1.0
1863,1,R,TBLD Firebolt,Sorcery,4,0.5625
1501,2,U,TBLD Inquisitive Mermaid,Creature - Merfolk Scout ,4,1.0
1763,2,C,TBLD Death-Hood Cobra,Artifact Creature - Phyrexian Snake ,4,0.8
836,0,MUG,TBLD Vibrant Seabed,Land,4,1.0
842,0,MWG,TBLD Wax-Comb Hives,Land,4,1.0
956,2,W,TBLD Stone Haven Outfitter,Creature - Kor Artificer ,4,1.0
947,1,B,TBLD Diregraf Wriggler,Creature - Zombie ,4,1.0
977,4,B,TBLD Sorin Vampire Bloodlord,Legendary Creature - Vampire Noble ,4,1.0
983,3,HGW,TBLD Resurgent Dryad,Creature - Nymph ,4,0.6153846153846154
1634,3,U,TBLD Jealous Changeling,Creature - Shapeshifter ,4,1.0
1640,1,G,TBLD Grumpy Squatters,Creature - Egg ,4,0.9230769230769231
1642,2,G,TBLD Budding Chick,Flash Creature - Plant Dinosaur ,4,1.0
1579,1,G,TBLD Blossoming Defense,Flash Sorcery,4,1.0
987,2,W,TBLD Steelarm Outfitter,Creature - Dwarf Artificer ,4,1.0
994,2,MGW,TBLD Plucky Weed,Creature - Plant ,4,1.0
996,8,G,TBLD Quakestep Behemoth,Creature - Rhino ,4,1.0
908,1,R,TBLD Craters Claws,Sorcery,4,1.0
1081,2,G,TBLD The Road Ahead,Enchantment,4,0.9047619047619048
1561,8,C,TBLD Thundering Charge,Sorcery,4,1.0
901,4,B,TBLD Brainblast,Sorcery,4,0.0
1527,5,U,TBLD Time Dilation,Sorcery,4,1.0
885,1,R,TBLD Chain of Lightning,Sorcery,4,0.8823529411764706
1032,5,U,TBLD Flashfreeze,Flash Sorcery,4,0.0
1714,1,G,TBLD Jade Bearer,Creature - Merfolk Shaman ,4,1.0
1039,1,U,TBLD Condescend,Flash Sorcery,4,1.0
188,2,W,TBLD Arashin Cleric,Creature - Human Cleric ,4,0.0
1513,3,G,TBLD Terrifying Visage,Sorcery,4,1.0
854,0,MWU,TBLD Senate Parliament,Land,4,1.0
1746,2,R,TBLD Emberform Changeling,Creature - Shapeshifter ,4,1.0
1047,3,U,TBLD Sea-Dasher Octopus,Flash Creature - Octopus ,4,1.0
845,0,MWU,TBLD Expansive Tundra,Land,4,1.0
1017,6,MUB,TBLD Usurp,Flash Sorcery,4,0.0
1872,1,R,TBLD Devils Bargain,Sorcery,4,0.8666666666666667
1468,0,C,TBLD Mox Crystal,Artifact,4,1.0
1881,3,U,TBLD Divination,Sorcery,4,1.0
307,0,MRG,TBLD Briar Scarp,Land,4,1.0
295,0,MWG,TBLD Rosy Oldwood,Land - Forest Plains ,4,1.0
293,0,MWU,TBLD Winding Waterway,Land,4,1.0
1399,2,B,TBLD Sign in Blood,Sorcery,4,0.8333333333333334
1167,7,C,TBLD Spawn of Emrakul,Creature - Eldrazi ,4,1.0
289,6,MRW,TBLD Wish Upon a Star,Sorcery,4,1.0
1188,14,C,TBLD Emrakul Unfathomable Will,Legendary Creature - Eldrazi ,4,0.8571428571428571
282,1,G,TBLD Natures Spiral,Sorcery,4,0.26666666666666666
281,1,G,TBLD A Journey Begins,Sorcery,4,1.0
280,2,W,TBLD Wary Cliffrover,Creature - Kor Scout ,4,1.0
1963,9,C,TBLD Dross Gorgon,Artifact Creature - Phyrexian Gorgon ,4,1.0
312,0,MBG,TBLD Carnivorous Coppice,Land,4,1.0
1315,4,G,TBLD Eureka,Sorcery,4,1.0
263,4,B,TBLD Bad Moon Rising,Enchantment,4,1.0
1987,2,G,TBLD Lotus Cobra,Creature - Snake ,4,1.0
257,5,R,TBLD Pulverizer Exarch,Creature - Phyrexian ,4,1.0
250,4,MRG,TBLD Leyline Whomper,Creature - Elemental ,4,1.0
242,2,G,TBLD Stank Weed,Creature - Plant ,4,1.0
1306,2,MBG,TBLD Putrid Leech,Creature - Zombie Leech ,4,1.0
230,2,R,TBLD Galloping Blaze,Creature - Elemental Horse ,4,1.0
224,7,W,TBLD Resolute Archangel,Creature - Angel ,4,0.8
219,1,U,TBLD Hat Trick,Sorcery,4,1.0
1273,1,R,TBLD Rummage,Sorcery,4,1.0
1261,3,G,TBLD Greenweaver Druid,Creature - Elf Shaman ,4,1.0
274,2,W,TBLD Paragon of Honor,Flash Creature - Human Samurai ,4,0.0
1918,2,R,TBLD Flame Rift,Sorcery,4,0.8
1328,2,MWG,TBLD Fellowship Charm,Flash Sorcery - Charm ,4,0.0
1587,3,R,TBLD Spiral into Madness,Flash Sorcery,4,1.0
328,0,MUBR,TBLD Crumbling Necropolis,Land,4,1.0
333,0,MWU,TBLD Muggy Parish,Land,4,1.0
324,0,MBG,TBLD Corroded Hollow,Land - Swamp Forest ,4,1.0
1424,1,C,TBLD Massacre Totem,Artifact,4,0.11764705882352941
1101,2,HUB,TBLD Tumble Down,Flash Sorcery,4,1.0
1092,1,U,TBLD Soul Dowsing,Flash Sorcery,4,1.0
1888,1,B,TBLD Zombie Infestation,Enchantment,4,1.0
1407,1,W,TBLD Sanctums Light,Sorcery,4,0.0
327,0,MBUR,TBLD Corsairs Cove,Land,4,1.0
1129,1,U,TBLD Arcane Perception,Sorcery,4,1.0
339,0,MUB,TBLD Dreadship Reef,Land,4,1.0
1911,1,C,TBLD Bloodforged Battle-Axe,Artifact - Equipment ,4,0.7741935483870968
1912,1,C,TBLD Colossus Hammer,Artifact - Equipment ,4,1.0
181,3,MBG,TBLD Putrefy,Flash Sorcery,5,0.0
1688,1,B,TBLD Deathblow,Sorcery,5,0.7083333333333334
1235,2,G,TBLD Meaty Hog,Creature - Boar ,5,0.0
1425,3,C,TBLD Ancient Seal,Artifact,5,0.26666666666666666
905,8,C,TBLD Monumental Tragedy,Sorcery,5,0.47368421052631576
33,2,B,TBLD Dregscape Zombie,Creature - Zombie ,5,1.0
2077,3,G,TBLD Nissa Revane Animist,Legendary Creature - Elf Shaman ,5,0.8571428571428571
2251,0,G,TBLD Busy Boughs,Land,5,1.0
915,4,B,TBLD Deliver Venom,Flash Sorcery,5,0.631578947368421
2135,4,B,TBLD Grave Scrabbler,Creature - Zombie ,6,1.0
1204,2,G,TBLD Naga Scalesower,Creature - Snake Shaman ,6,1.0
1526,8,C,TBLD Chronoboost,Sorcery,6,1.0
962,2,U,TBLD Victor Obsessive Stitcher,Legendary Creature - Human Wizard ,6,0.6363636363636364
25,2,B,TBLD Voracious Null,Creature - Zombie ,6,1.0
114,3,B,TBLD Stitched Thug,Creature - Zombie Rat Warrior ,6,1.0
1034,2,U,TBLD Refute,Flash Sorcery,6,1.0
1402,1,B,TBLD Purloin,Sorcery,6,0.42857142857142855
106,1,W,TBLD Demystify,Flash Sorcery,6,0.0
1362,4,B,TBLD Shadowbite,Flash Sorcery,6,1.0
1946,3,U,TBLD Armored Skaab,Creature - Zombie Warrior ,6,1.0
1743,1,G,TBLD Arbor Elf,Creature - Elf Shaman ,6,1.0
1823,7,G,TBLD Avenger of Zendikar,Creature - Elemental ,6,0.5789473684210527
1107,8,G,TBLD Rumblethrag,Enchantment Creature - Elemental ,6,0.25925925925925924
2181,0,G,TBLD Outpost Treefort,Artifact Land,7,1.0
1926,1,U,TBLD Force Spike,Flash Sorcery,7,0.9375
888,2,W,TBLD Path to Redemption,Sorcery,7,0.717391304347826
1941,2,U,TBLD Rain Dance,Sorcery,7,1.0
1050,1,U,TBLD Interrupt,Flash Sorcery,7,0.06976744186046512
613,0,MBG,TBLD Overgrown Crypt,Land - Swamp Forest ,7,1.0
1026,4,U,TBLD Bar the Way,Flash Sorcery,7,1.0
1360,2,B,TBLD Lurking Terrors,Sorcery,7,0.6206896551724138
1648,3,G,TBLD Sleuthing Woodsman,Creature - Human Scout Werewolf ,7,0.5357142857142857
45,2,G,TBLD Drudge Beetle,Creature - Insect ,7,1.0
902,1,B,TBLD Maim,Sorcery,7,0.0
1516,0,C,TBLD Roving Ballista,Artifact Creature - Construct ,8,0.95
1059,2,U,TBLD Essence Capture,Flash Sorcery,8,0.5142857142857142
2255,0,U,TBLD Churned Waves,Land,8,1.0
1127,1,W,TBLD Read the Stars,Sorcery,8,1.0
1470,1,C,TBLD Capricious Idol,Artifact,8,1.0
1045,3,U,TBLD Glen Elendra Commando,Flash Creature - Faerie Soldier ,8,1.0
1237,3,G,TBLD Frontier Rover,Creature - Orc Scout Warrior ,8,1.0
27,4,B,TBLD Bone Miser,Creature - Zombie Wizard ,8,1.0
989,1,W,TBLD Midvast Inquisitor,Creature - Human Cleric ,8,0.0
1515,0,C,TBLD Junk Hunk,Artifact Creature - Construct ,8,1.0
2176,4,MBR,TBLD Debug_Unplug,Sorcery // Flash Sorcery,8,1.0
1964,1,U,TBLD Slimebind,Flash Enchantment - Aura ,8,0.0
1957,1,C,TBLD Cleanse with Fire,Sorcery,8,0.3333333333333333
1861,1,B,TBLD Lurid Vision,Flash Sorcery,8,0.8695652173913043
133,2,U,TBLD Hypnotic Sprite,Creature - Faerie // Flash Sorcery - Adventure ,8,1.0
729,0,MWUBRG,TBLD Strange Utopia,Land,8,1.0
1871,2,R,TBLD Direct Current,Flash Sorcery,8,0.5
830,0,MUB,TBLD Twilit Dojo,Land,8,1.0
831,0,MWUBRG,TBLD Unclaimed Territory,Land,8,1.0
344,0,MBR,TBLD Foreboding Entrance,Land,8,1.0
336,0,MBR,TBLD Cemetery Hillock,Land,8,1.0
2045,0,C,TBLD Ornithopter,Artifact Creature - Thopter ,8,1.0
334,0,MBR,TBLD Grim Obelisks,Land - Swamp Mountain ,8,1.0
1734,1,B,TBLD Eye Collector,Creature - Faerie Rogue ,8,1.0
1733,1,U,TBLD Faerie Miscreant,Creature - Faerie Rogue ,8,1.0
1727,2,U,TBLD Moonrise Envoy,Creature - Faerie Wizard ,8,1.0
1726,2,B,TBLD Magus of the Blossom,Creature - Faerie Wizard ,8,1.0
2178,0,W,TBLD Sovereign Estate,Artifact Land,8,1.0
325,0,MBG,TBLD Fungus Gorge,Land,8,1.0
1645,2,U,TBLD Happy Paddler,Creature - Lizard ,8,1.0
292,0,MWUBRG,TBLD Mindscape Panorama,Land,8,1.0
1656,1,G,TBLD Greenweald Advocate,Creature - Nymph ,8,1.0
165,1,W,TBLD Glimpse of Glory,Sorcery,8,1.0
202,1,W,TBLD Bribe,Flash Sorcery,8,0.4
2145,4,MUB,TBLD The Trickster-Gods Heist,Enchantment - Saga ,8,0.0
2048,1,C,TBLD Praetors Crony,Flash Artifact Creature - Phyrexian Myr ,8,1.0
2111,1,G,TBLD Sakura-Tribe Scout,Creature - Snake Shaman Scout ,8,1.0
2007,3,U,TBLD Skaab Ruinator,Creature - Zombie Horror ,8,0.8666666666666667
232,1,U,TBLD Tidepool Scavenger,Creature - Crab ,8,1.0
1693,3,U,TBLD Pestermite,Flash Creature - Faerie Rogue ,8,1.0
1697,2,B,TBLD Caller of Forgotten Faces,Flash Creature - Shapeshifter ,8,1.0
881,2,C,TBLD Mechashredder,Artifact Creature - Dinosaur Construct ,8,1.0
1947,0,C,TBLD Memnite,Artifact Creature - Construct ,8,1.0
942,1,B,TBLD Arrogant Slayer,Creature - Human Rogue ,8,1.0
1177,3,B,TBLD Stitch Cadaver,Flash Sorcery,9,0.7
1836,1,W,TBLD Disposal Mummy,Creature - Zombie Dog ,9,1.0
1576,1,C,TBLD Surgical Expulsion,Sorcery,9,0.42857142857142855
75,1,B,TBLD Extirpate,Flash Sorcery,9,0.3870967741935484
1499,2,U,TBLD Merfolk Trickster,Flash Creature - Merfolk Wizard ,9,0.9428571428571428
1690,1,R,TBLD Flame Slash,Sorcery,9,0.1935483870967742
1004,2,C,TBLD Grinning Wastrel,Flash Artifact Creature - Scarecrow ,10,0.7916666666666666
1945,2,B,TBLD Ghoulraiser,Creature - Zombie ,10,1.0
1675,2,G,TBLD Mage-Eater Spider,Creature - Spider ,10,0.0
319,0,MWU,TBLD Spooky Villa,Land,11,1.0
1394,2,B,TBLD Easy Prey,Flash Sorcery,11,0.9285714285714286
2110,2,B,TBLD Mire Triton,Creature - Zombie Merfolk ,11,0.7714285714285715
724,0,MWB,TBLD Spanning Swale,Land,11,1.0
429,0,MWB,TBLD Godless Altar,Land - Plains Swamp ,11,1.0
1220,3,B,TBLD Poison the Cup,Flash Sorcery,11,0.8181818181818182
1832,1,B,TBLD Shambling Corpse,Creature - Zombie ,12,1.0
846,0,HWUBRG,TBLD Summoned Stairway,Land,12,1.0
1835,2,MWB,TBLD Mummy Paramount,Creature - Zombie Noble ,12,1.0
1889,2,B,TBLD Endless Ranks of the Dead,Enchantment,12,1.0
314,0,MUB,TBLD Ceremonial Boneyard,Land,12,1.0
156,6,B,TBLD Never_Return,Sorcery // Sorcery,12,0.9259259259259259
1944,3,B,TBLD Lord of the Accursed,Creature - Zombie ,12,1.0
862,0,C,TBLD Bazaar of Urshad,Land,12,1.0
1373,3,B,TBLD Execute,Flash Sorcery,12,0.0
77,1,B,TBLD Cling to Dust,Flash Sorcery,12,0.5263157894736842
113,2,MWB,TBLD Hollowed Confessor,Creature - Zombie Cleric ,12,1.0
35,2,W,TBLD Binding Mummy,Creature - Zombie ,12,1.0
1049,1,U,TBLD Spell Pierce,Flash Sorcery,13,0.16
889,1,U,TBLD Brainstorm,Flash Sorcery,14,0.9487179487179487
1052,2,U,TBLD Invalidate,Flash Sorcery,14,0.3625
939,1,B,TBLD Prolific Necromancer,Creature - Human Wizard ,16,0.8148148148148148
1433,2,W,TBLD Flurry of Fists,Sorcery,16,1.0
1466,0,C,TBLD Mox Bismuth,Artifact,16,1.0
833,0,MUB,TBLD Chamber of Secrets,Land - Island Swamp ,16,1.0
320,0,MWB,TBLD Regents Court,Land,16,1.0
829,0,MUB,TBLD Stagnant Pools,Land - Island Swamp ,16,1.0
207,2,W,TBLD Mysterious Disappearance,Sorcery,17,0.4166666666666667
903,2,B,TBLD Backstab,Sorcery,22,0.0
912,2,B,TBLD Interrogate,Sorcery,27,0.23529411764705882
